,year,selling_price,km_driven,mileage_kmpl,engine_CC,max_power_bhp,fuel_Petrol,seller_type_Individual,transmission_Manual,owner_Second Owner,owner_Third and above owners,seat_category_more than 5
1695,2016,730000,65100,18.49,1493.0,100.0,False,True,True,True,False,True
4489,2015,500000,50000,24.4,1120.0,71.0,False,True,True,True,False,False
5225,2018,850000,48000,19.87,1461.0,83.14,False,True,True,False,False,False
1044,2007,626000,80000,12.8,2494.0,102.0,False,True,True,True,False,True
5432,2019,834000,13000,22.54,1396.0,88.76,False,True,True,False,False,False
6852,2015,590000,50000,26.59,1248.0,74.0,False,True,True,False,False,False
2062,2012,1300000,140000,18.88,1995.0,184.0,False,True,False,True,False,False
7463,2014,550000,43011,18.88,999.0,123.37,True,False,True,False,False,False
6153,2012,220000,111000,19.7,796.0,46.3,True,True,True,False,False,False
905,2011,315000,80000,17.0,1197.0,80.0,True,True,True,False,False,False
960,2008,330000,193623,12.8,2494.0,102.0,False,True,True,True,False,True
1868,2016,675000,53201,17.8,1497.0,117.3,True,False,True,True,False,False
7819,2012,700000,60000,15.1,2179.0,140.0,False,True,True,True,False,True
2405,2016,700000,30000,15.29,1591.0,121.3,True,True,True,False,False,False
4580,2011,650000,120000,12.8,2494.0,102.0,False,True,True,True,False,True
6844,2015,459999,100000,25.2,1248.0,74.0,False,True,True,True,False,False
1646,2015,400000,100000,16.9,1197.0,81.86,True,True,False,False,False,False
6482,2018,650000,28000,17.0,1198.0,108.5,True,True,True,False,False,False
1692,2017,850000,60000,22.77,1498.0,98.59,False,True,True,False,False,False
7680,2013,550000,120000,20.77,1248.0,88.76,False,True,True,False,True,True
5592,2011,409999,80000,18.3,1991.0,147.9,False,True,True,True,False,False
241,2011,165000,75000,17.92,1086.0,62.1,True,True,True,False,False,False
5501,2011,270000,60000,19.3,1248.0,73.9,False,True,True,True,False,False
1498,2011,590000,80000,15.1,2179.0,140.0,False,True,True,False,True,True
1309,2016,315000,51500,25.17,799.0,53.3,True,True,True,False,False,False
667,2008,275000,98000,20.36,1197.0,78.9,True,True,True,False,True,False
47,2014,1500000,77000,12.55,2982.0,168.5,False,False,True,False,False,True
1438,2015,470000,54723,25.2,1248.0,74.0,False,False,True,False,False,False
2605,2017,600000,20000,24.0,1186.0,73.97,False,True,True,False,False,False
7877,2017,990000,20000,17.0,1591.0,121.3,True,True,False,False,False,False
2190,2012,200000,29500,20.92,998.0,67.1,True,True,True,False,False,False
7049,2015,900000,125000,12.99,2494.0,100.6,False,True,True,False,False,True
4718,2019,786000,7720,20.0,999.0,71.0,True,True,True,False,False,True
6648,2013,1050000,217000,12.99,2494.0,100.6,False,True,True,True,False,True
1265,2002,81000,161000,13.0,1493.0,100.0,True,True,True,False,True,False
814,2016,190000,70000,16.8,796.0,34.2,True,True,True,True,False,True
1752,2017,1325000,54000,16.0,2179.0,140.0,False,True,True,False,False,True
761,2016,700000,110000,24.3,1248.0,88.5,False,True,True,True,False,False
7508,2014,2200000,60000,17.68,1968.0,174.33,False,True,False,False,False,False
4059,2011,265000,80000,18.9,998.0,67.1,True,True,True,False,False,False
1002,2018,950000,57000,25.1,1248.0,88.5,False,True,True,True,False,False
6194,2008,320000,175802,19.3,1248.0,73.9,False,True,True,False,True,False
4145,2010,180000,77000,18.9,998.0,67.1,True,True,True,False,False,False
4939,2008,235000,152500,17.8,1248.0,75.0,False,True,True,False,False,False
2924,2018,580000,120000,23.4,1248.0,74.0,False,True,True,False,False,False
2792,2013,350000,90000,18.5,1197.0,82.85,True,True,True,True,False,False
2872,2010,125000,120000,17.0,1405.0,71.0,False,True,True,True,False,False
4460,2019,500000,10000,19.02,1198.0,67.05,True,True,True,False,False,False
6068,2020,578000,5000,21.21,1197.0,81.8,True,True,True,False,False,False
2171,2017,725000,60000,24.3,1248.0,88.5,False,True,True,False,False,False
2051,2015,650000,120000,15.96,2523.0,63.0,False,True,True,False,False,True
5790,2013,550000,80000,12.05,2179.0,120.0,False,True,True,True,False,True
5433,2017,450000,80000,27.28,1047.0,69.0,False,True,True,False,False,False
2287,2015,320000,30000,23.95,998.0,67.05,True,True,True,False,False,False
7383,2017,480000,60000,18.9,1197.0,81.86,True,True,True,False,False,False
3556,2018,1200000,27000,15.8,1591.0,121.3,True,True,True,False,False,False
2982,2016,240000,59300,25.17,799.0,53.3,True,True,True,False,False,False
828,2017,850000,35000,23.9,1582.0,126.2,False,True,True,False,False,False
5794,2013,615000,120000,22.7,1582.0,126.24,False,True,True,False,False,False
5741,2014,465000,120000,23.4,1248.0,74.0,False,True,True,True,False,False
2891,2017,800000,70000,27.39,1248.0,74.0,False,True,True,False,False,False
1463,2014,450000,110000,15.96,2523.0,63.0,False,True,True,False,False,True
3488,2017,550000,10000,20.3,1199.0,84.0,True,True,True,False,False,False
4512,2014,520000,70000,25.2,1248.0,74.0,False,True,True,True,False,False
1003,2011,300000,110000,16.2,1493.0,110.0,False,True,True,True,False,False
485,2016,760000,20000,17.01,1591.0,121.4,True,True,True,False,False,False
7429,2020,445000,1000,21.21,1197.0,81.8,True,True,True,False,False,False
2790,2015,570000,93000,24.5,1498.0,98.6,False,True,True,True,False,True
6522,2015,370000,120000,18.2,1248.0,73.8,False,True,True,False,False,True
7270,2006,155000,70000,16.1,796.0,37.0,True,True,True,True,False,False
1425,2015,250000,20000,21.9,624.0,37.48,True,True,False,False,False,False
4589,2017,1680000,157000,13.68,2393.0,147.8,False,True,True,False,False,True
4700,2012,450000,90000,19.01,1461.0,108.45,False,True,True,False,False,False
4009,2017,400000,53000,17.57,1193.0,88.7,True,True,True,False,False,False
6519,2004,90000,60000,19.7,796.0,46.3,True,True,True,False,False,False
1290,2012,300000,100000,23.08,1461.0,63.12,False,True,True,False,True,False
2390,2013,525000,110000,23.4,1248.0,74.0,False,True,True,False,False,False
7997,2016,252000,30000,22.74,796.0,47.3,True,True,True,False,False,False
4887,2014,160000,120000,25.0,1396.0,69.0,False,True,True,False,False,False
6788,2019,488999,15000,18.9,1197.0,81.86,True,True,True,False,False,False
2077,2008,150000,60000,17.0,1405.0,70.0,False,True,True,False,True,False
5775,2016,550000,40000,18.6,1197.0,81.83,True,True,True,False,False,False
4595,2015,400000,30000,23.1,998.0,67.04,True,True,True,False,False,False
3122,2011,330000,120000,22.07,1199.0,73.9,False,True,True,False,False,False
213,2013,320000,31377,18.5,1197.0,82.85,True,True,True,True,False,False
2689,2014,490000,50000,23.4,1248.0,74.0,False,True,True,False,False,False
1321,2017,610000,40000,18.6,1197.0,81.83,True,True,True,False,False,False
4662,2016,490000,100000,27.28,1047.0,69.0,False,True,True,False,False,False
7102,2007,350000,376412,12.8,2494.0,102.0,False,True,True,True,False,True
2656,2011,350000,48756,15.5,1586.0,103.3,True,True,True,True,False,False
332,2011,250000,50000,23.08,1461.0,63.1,False,True,True,False,False,False
4298,2014,750000,60000,15.1,2179.0,140.0,False,True,True,True,False,True
1503,2018,650000,35500,28.4,1248.0,74.02,False,True,True,False,False,False
74,2016,630000,70000,25.2,1248.0,74.0,False,True,True,False,False,False
5748,2007,80000,80000,15.3,1193.0,65.3,True,True,True,False,True,False
3910,2013,195000,58609,21.1,814.0,55.2,True,True,True,True,False,False
2566,2012,300000,110000,21.12,1248.0,88.8,False,True,True,True,False,False
934,2016,540000,80000,21.19,1396.0,88.73,False,True,True,False,True,False
6736,2014,206000,120000,22.74,796.0,47.3,True,True,True,True,False,False
1683,2018,678000,17000,18.78,999.0,75.0,True,True,True,False,False,False
4672,2019,695000,36800,20.14,1498.0,88.0,False,False,True,False,False,False
261,2012,310000,120000,19.3,1248.0,73.9,False,True,True,False,False,False
99,2017,725000,110000,22.54,1396.0,88.73,False,True,True,False,False,False
3117,2018,445000,32995,20.52,1197.0,81.8,True,False,False,False,False,False
3478,2011,225000,80000,20.36,1197.0,78.9,True,True,True,True,False,False
2991,2018,438999,25000,23.84,1199.0,84.0,True,True,True,False,False,False
5735,2014,225000,120000,22.3,1248.0,74.0,False,True,True,False,False,False
3535,2015,400000,100000,23.0,1248.0,88.7,False,True,True,False,False,False
6662,2018,655000,19500,18.6,1197.0,81.83,True,True,True,False,False,False
4982,2010,800000,151000,11.5,2982.0,171.0,False,True,True,True,False,True
1189,2014,350000,106000,20.8,1461.0,65.0,False,True,True,True,False,False
7750,2014,325000,65204,23.1,998.0,67.04,True,False,False,False,False,False
2774,2014,185000,80000,19.09,1405.0,69.01,False,True,True,True,False,False
7445,2017,254999,34000,21.1,814.0,55.2,True,True,True,False,False,False
1780,2011,320000,70000,21.9,1396.0,90.0,False,True,True,True,False,False
6722,2016,360000,60000,20.5,1248.0,91.7,False,True,True,True,False,False
468,2015,2000000,60000,12.55,2982.0,168.5,False,True,False,False,False,True
7761,2018,835000,17000,24.3,1248.0,88.5,False,False,True,False,False,False
3711,2012,300000,80000,13.93,2179.0,138.1,False,True,True,True,False,True
7440,2017,480000,30400,18.5,1198.0,86.8,True,False,True,False,False,False
3190,2016,470000,23700,20.4,1197.0,81.8,True,True,True,False,False,False
7322,2016,750000,70000,24.3,1248.0,88.5,False,True,True,False,False,False
6063,2004,50000,50000,16.1,796.0,37.0,True,True,True,False,False,False
5137,2018,700000,45000,28.4,1248.0,74.02,False,True,True,False,False,False
719,2012,335000,135000,21.9,1396.0,88.76,False,True,True,False,False,False
560,2017,300000,10000,21.1,814.0,55.2,True,True,True,False,False,False
8012,2011,200000,170000,20.0,1399.0,68.0,False,True,True,True,False,False
817,2008,95000,120000,19.7,796.0,46.3,True,True,True,False,False,False
4282,2013,200000,167000,22.3,1248.0,88.8,False,True,True,False,False,False
854,2017,625000,43000,28.4,1248.0,74.02,False,True,True,False,False,False
2493,2013,320000,100000,22.9,1248.0,74.0,False,True,True,False,True,False
6863,2014,190000,70000,22.74,796.0,47.3,True,True,True,False,True,False
6908,2013,145000,90000,25.44,936.0,57.6,False,True,True,False,True,False
5232,2017,850000,43000,24.52,1248.0,88.5,False,True,True,False,False,True
3443,2013,400000,35000,12.99,2494.0,100.6,False,True,True,False,False,True
681,2016,3000000,40000,13.0,2143.0,204.0,False,True,False,False,False,False
5177,2013,365000,70000,22.07,1199.0,73.9,False,True,True,True,False,False
1262,2010,125000,60000,15.26,1150.0,74.9,True,True,True,False,False,False
2240,2011,550000,106000,16.96,1968.0,138.1,False,True,False,True,False,False
1922,2013,520000,126000,19.01,1461.0,108.45,False,True,True,True,False,False
3429,2013,509999,148000,20.77,1248.0,88.8,False,True,True,False,False,True
1980,2018,1800000,20000,11.36,2755.0,171.5,False,False,False,False,False,True
7455,2015,580000,52000,25.83,1498.0,99.0,False,True,True,False,False,False
7193,2013,290000,40000,21.1,814.0,55.2,True,True,True,True,False,False
93,2012,535000,12000,15.04,1598.0,103.6,True,False,True,True,False,False
3760,2011,285000,45500,16.78,1496.0,88.73,True,False,True,False,False,False
8067,2011,360000,100000,13.5,2179.0,115.0,False,True,True,False,True,False
1221,2014,750000,120000,12.99,2494.0,100.6,False,True,True,False,False,True
4155,2012,125000,120000,22.3,1248.0,74.0,False,True,True,False,False,False
7574,2012,590000,110000,22.32,1582.0,126.32,False,True,True,True,False,False
2467,2016,850000,80000,16.0,2179.0,140.0,False,True,False,True,False,True
5808,2011,220000,222300,22.07,1199.0,73.9,False,True,True,False,False,False
1403,2011,350000,47000,16.95,1498.0,97.7,True,True,True,True,False,False
2338,2018,946000,60000,22.1,1396.0,88.7,False,True,True,False,False,False
707,2016,395000,50000,23.1,998.0,67.04,True,True,True,False,False,False
7299,2018,509999,100000,28.4,1248.0,74.0,False,True,True,False,False,False
630,2014,420000,80000,23.4,1248.0,74.0,False,True,True,False,False,False
2130,2018,700000,30000,18.6,1197.0,81.83,True,True,True,True,False,False
1547,2017,509999,142000,18.49,1493.0,100.0,False,True,True,False,False,True
7667,2013,700000,37659,20.77,1248.0,88.8,False,True,True,False,False,True
2417,2018,740000,8000,18.6,1197.0,81.83,True,True,True,False,False,False
5210,2012,400000,110000,19.7,1598.0,103.6,False,True,True,True,False,False
3105,2014,325000,52442,18.5,1198.0,86.8,True,False,True,True,False,False
3500,2014,530000,120000,15.96,2523.0,62.1,False,True,True,False,True,True
1967,2011,140000,70000,25.44,936.0,57.6,False,True,True,False,True,False
842,2009,125000,100000,17.0,1405.0,71.0,False,True,True,True,False,False
2515,2012,520000,73000,20.77,1248.0,88.76,False,True,True,False,False,True
216,2012,550000,100000,14.53,1794.0,138.1,True,True,False,False,False,False
4403,2016,512000,10500,18.16,1196.0,86.8,True,True,True,False,False,False
3986,2015,550000,67000,21.2,1248.0,75.0,False,True,True,False,False,False
7796,2015,391000,55000,24.4,1120.0,71.0,False,False,True,False,False,False
904,2010,800000,125000,11.5,2982.0,171.0,False,True,True,True,False,True
4696,2009,240000,70000,19.3,1248.0,73.9,False,True,True,True,False,False
7014,2012,179000,30000,21.1,814.0,55.2,True,True,True,True,False,False
4922,2019,800000,35000,18.6,1197.0,81.86,True,True,True,False,False,False
6205,2014,210000,70000,21.1,814.0,55.2,True,True,True,False,False,False
731,2018,500000,10000,20.14,1197.0,81.86,True,True,True,False,False,False
7109,2013,390000,120000,22.9,1248.0,74.0,False,True,True,False,False,False
5975,2015,525000,80000,23.59,1364.0,67.05,False,True,True,True,False,False
2623,2013,185000,80000,22.74,796.0,47.3,True,True,True,True,False,False
5515,2017,940000,57900,21.9,1498.0,98.6,False,False,True,False,False,True
128,2009,135000,80000,17.92,1086.0,62.1,True,True,True,True,False,False
2059,2013,260000,189000,21.02,1248.0,88.76,False,True,True,False,False,False
7158,2018,655000,20000,18.6,1197.0,81.83,True,True,True,False,False,False
6445,2014,465000,90000,23.4,1248.0,74.0,False,True,True,False,False,False
2455,2006,110000,53523,16.84,1193.0,64.4,True,False,True,False,False,False
4567,2017,370000,30000,23.95,998.0,67.05,True,True,True,False,False,False
4661,2015,280000,55000,20.36,1197.0,78.9,True,True,True,False,False,False
149,2010,975000,72200,10.8,2497.0,150.0,True,False,False,True,False,False
7103,2014,425000,80000,16.02,1373.0,93.7,True,True,True,False,True,True
3376,2013,200000,60000,25.44,936.0,57.6,False,True,True,True,False,False
3052,2018,911999,25000,24.3,1248.0,88.5,False,True,False,False,False,False
66,2019,650000,30000,21.4,1197.0,83.1,True,True,True,False,False,False
5190,2017,645000,60000,18.49,1493.0,100.0,False,True,True,False,False,True
7015,2008,140000,60000,20.36,1197.0,78.9,True,True,True,True,False,False
7679,2007,100000,80000,17.3,1061.0,64.0,True,True,True,True,False,False
7097,2017,700000,60000,18.49,1493.0,100.0,False,True,True,False,False,True
770,2012,350000,120000,14.0,2498.0,112.0,False,True,True,False,True,True
3757,2017,600000,24500,25.8,1498.0,98.6,False,False,True,False,False,False
838,2017,400000,140000,14.07,2956.0,69.01,False,True,True,False,False,True
1414,2009,114999,60000,18.9,1061.0,67.0,True,True,True,False,True,False
2496,2002,75000,30000,17.3,993.0,60.0,True,True,True,False,True,False
3713,2008,220000,120000,19.2,1197.0,80.0,True,True,False,True,False,False
5536,2011,275000,125000,20.54,1598.0,103.6,False,True,True,False,True,False
631,2015,235000,50000,21.1,814.0,55.2,True,True,True,False,False,False
2170,2007,250000,80000,11.57,2179.0,138.1,False,True,True,True,False,True
7155,2019,977000,30000,17.3,1497.0,121.0,False,True,True,False,False,True
1997,2014,550000,300000,12.05,2179.0,120.0,False,True,True,False,True,True
1614,2010,220000,90000,17.0,1197.0,80.0,True,True,True,False,True,False
5985,2013,2000000,60000,16.2,2993.0,235.0,False,True,False,False,False,False
7255,2003,145000,65000,18.9,998.0,67.1,True,True,True,False,True,False
551,2016,850000,58000,19.67,1582.0,126.2,False,True,True,False,False,False
6830,2012,190000,112000,20.0,1399.0,68.0,False,True,True,True,False,False
783,2009,290000,120000,13.6,2523.0,63.0,False,True,True,False,False,True
3350,2018,1000000,30000,22.0,1582.0,126.2,False,True,False,False,False,False
687,2014,238000,60000,17.92,1086.0,62.1,True,True,True,False,False,False
2209,2013,350000,60000,22.9,1248.0,74.0,False,True,True,False,False,False
4448,2015,600000,90000,16.02,1373.0,93.7,True,True,True,False,False,True
5527,2015,180000,25000,16.8,796.0,34.2,True,True,True,True,False,False
5612,2014,250000,20000,21.1,814.0,55.2,True,True,True,False,False,False
1389,2015,700000,25000,17.01,1591.0,121.4,True,True,True,False,False,False
300,2019,675000,16500,21.01,1197.0,81.8,True,True,True,False,False,False
4708,2004,80000,248200,16.1,1405.0,70.0,False,True,True,True,False,False
1581,2018,590000,10000,18.9,1197.0,81.86,True,True,True,False,False,False
2897,2009,290000,110000,17.0,1497.0,118.0,True,True,True,False,True,False
1773,2013,200000,40000,21.1,814.0,55.2,True,True,True,False,False,False
5475,2013,430000,190000,23.4,1248.0,74.0,False,True,True,True,False,False
2984,2015,350000,60000,22.95,1248.0,74.0,False,True,True,False,False,False
7513,2013,850000,84000,16.96,1968.0,138.03,False,True,False,True,False,False
7410,2018,600000,25000,21.21,1197.0,81.8,True,True,True,False,False,False
6714,2010,400000,176062,17.8,1248.0,75.0,False,True,True,False,False,False
7600,2015,365000,28000,20.52,1197.0,81.8,True,False,True,False,False,False
4295,2018,550000,10500,18.15,1198.0,82.0,True,True,True,False,False,True
1053,2018,793000,30000,25.83,1498.0,99.0,False,True,True,False,False,False
6881,2016,1630000,40000,11.36,2755.0,171.5,False,True,False,True,False,True
2586,2005,245000,120000,12.8,2494.0,102.0,False,True,True,False,False,True
3469,2009,229999,60000,18.5,1197.0,80.0,True,True,True,False,True,False
3000,2014,409999,150000,23.4,1248.0,74.0,False,True,True,False,True,False
72,2019,1025000,9850,24.3,1248.0,88.5,False,True,False,False,False,False
5834,2016,950000,75000,16.0,2179.0,140.0,False,True,False,False,True,True
5667,2013,400000,188000,22.9,1248.0,74.0,False,True,True,True,False,False
1866,2018,430000,16589,20.51,998.0,67.04,True,False,True,False,False,False
4459,2014,400000,80000,18.9,1197.0,82.0,True,True,True,True,False,False
4213,2015,562000,60000,27.39,1248.0,74.0,False,True,True,False,False,False
5165,2007,100000,120000,14.6,2956.0,63.0,False,True,True,False,True,True
1750,2017,720000,30000,17.5,1199.0,88.7,True,True,True,False,False,False
6209,2016,260000,80000,25.17,799.0,53.3,True,True,True,False,False,False
165,2016,2150000,30000,22.69,1995.0,190.0,False,False,False,False,False,False
7362,2016,802999,50856,26.0,1498.0,98.6,False,False,True,False,False,False
2404,2017,390000,20000,23.84,1199.0,84.0,True,True,True,False,False,False
7316,2013,250000,60000,14.09,1596.0,99.6,True,True,True,True,False,False
2596,2015,275000,20000,20.63,1198.0,67.0,True,True,True,False,False,False
6401,2012,265000,20000,19.81,1086.0,68.05,True,True,True,False,True,False
6612,2007,60000,100000,16.1,796.0,37.0,True,True,True,True,False,False
8113,2010,425000,129000,12.8,2494.0,102.0,False,True,True,False,False,True
962,2008,305000,219000,13.6,2523.0,63.0,False,True,True,True,False,True
5476,2013,600000,110000,12.05,2179.0,120.0,False,True,True,True,False,True
6307,2006,90000,168000,18.9,998.0,67.1,True,True,True,True,False,False
6624,2012,750000,120000,12.05,2179.0,120.0,False,True,True,False,False,True
403,2014,215000,80000,23.95,998.0,67.05,True,True,True,True,False,False
1657,2016,650000,29000,18.6,1197.0,81.83,True,True,True,False,False,False
5552,2003,145000,120000,13.1,1493.0,82.0,False,True,True,False,True,False
2061,2014,450000,56000,21.9,1396.0,88.76,False,True,True,False,False,False
6525,2017,1282000,45000,17.6,2179.0,153.86,False,True,True,False,False,True
7268,2017,325000,40000,25.17,799.0,53.3,True,True,True,False,False,False
2109,2017,2600000,70000,20.38,1968.0,143.0,False,True,False,False,False,False
5067,2012,328000,123000,18.6,1197.0,85.8,True,True,True,False,False,False
944,2019,1000000,15000,22.1,1396.0,88.7,False,True,True,False,False,False
1392,2005,250000,80000,13.6,2523.0,63.0,False,True,True,False,False,True
193,2010,320000,100000,16.2,1599.0,103.2,True,True,True,False,True,False
4688,2018,650000,40000,20.14,1498.0,88.0,False,False,True,False,False,False
2411,2010,210000,94000,20.36,1197.0,78.9,True,True,True,True,False,False
4060,2015,350000,110000,25.83,1498.0,99.0,False,True,True,True,False,False
4133,2014,750000,90000,15.1,2179.0,140.0,False,True,True,True,False,True
8109,2018,750000,24000,24.4,1498.0,98.63,False,True,True,False,False,False
1222,2006,100000,40000,19.7,796.0,46.3,True,True,True,False,False,False
5452,2009,240000,90000,21.1,1248.0,73.9,False,True,True,False,False,False
328,2003,65000,60000,17.3,993.0,60.0,True,True,True,False,True,False
1699,2009,150000,77000,17.92,1086.0,62.1,True,True,True,False,False,False
310,2006,81000,80000,16.1,796.0,37.0,True,True,True,False,False,False
5379,2017,625000,70000,27.39,1248.0,74.0,False,True,True,False,False,False
3483,2011,235000,80000,20.36,1197.0,78.9,True,True,True,True,False,False
6371,2016,2400000,30000,12.62,2198.0,158.0,False,True,False,False,False,True
2102,2015,550000,50000,20.85,1197.0,83.14,True,True,True,False,False,False
1481,2016,600000,80000,26.59,1248.0,74.0,False,True,True,True,False,False
3625,2008,250000,110000,10.5,2609.0,120.0,False,True,True,False,True,True
4135,2011,300000,120000,19.3,1248.0,73.9,False,True,True,False,True,False
3905,2016,750000,20000,17.5,1373.0,91.1,True,True,True,False,False,True
2314,2008,150000,89000,15.6,1586.0,104.68,True,True,True,True,False,False
5380,2017,650000,80000,17.19,1197.0,81.86,True,True,True,True,False,False
3254,2016,500000,22947,20.4,1197.0,81.8,True,True,True,False,False,False
7314,2009,150000,70000,13.2,1495.0,94.0,True,True,True,False,True,False
7670,2018,500000,5000,23.84,1199.0,84.0,True,True,False,False,False,False
7960,2014,730000,60000,22.32,1582.0,126.32,False,True,True,False,False,False
106,2020,400000,5000,19.0,1194.0,94.68,True,True,True,True,False,False
4763,2019,1650000,15000,17.0,1956.0,167.67,False,False,True,False,False,False
841,2012,275000,70000,18.5,1197.0,85.8,True,True,True,True,False,False
7427,2016,620000,120000,13.58,2499.0,72.4,False,True,True,False,False,True
541,2013,200000,70000,19.68,1399.0,67.0,False,True,True,True,False,False
8035,2018,310000,20000,24.7,796.0,47.3,True,True,True,False,False,False
7900,2010,200000,70000,21.1,1248.0,73.9,False,True,True,True,False,False
5593,2013,355000,136000,18.2,1248.0,73.8,False,True,True,True,False,True
1359,2013,330000,100000,20.54,1598.0,103.6,False,True,True,False,True,False
1663,2007,175000,99000,19.2,1461.0,65.0,False,True,True,True,False,False
5164,2008,165000,120000,14.8,1998.0,68.0,False,True,True,False,True,False
459,2015,434999,50000,20.4,1197.0,83.11,True,True,True,True,False,False
2524,2015,411000,25000,18.9,1197.0,82.0,True,True,True,False,False,False
1057,2013,3750000,56000,11.2,2993.0,241.0,False,False,False,False,False,False
2383,2017,625000,72000,13.93,2179.0,138.03,False,True,True,False,False,True
6804,2008,250000,100000,15.2,1193.0,65.0,True,True,True,False,False,False
7398,2015,1044999,70000,16.0,2179.0,140.0,False,True,False,False,False,True
759,2005,85000,150000,19.7,796.0,46.3,True,True,True,True,False,False
240,2017,409999,13500,15.37,1196.0,73.0,True,True,True,False,False,False
2262,2013,229999,70000,20.0,1399.0,68.1,False,True,True,False,False,False
8010,2011,270000,60000,19.81,1086.0,68.05,True,True,True,True,False,False
7830,2013,235000,18000,22.74,796.0,47.3,True,True,True,False,False,False
2544,2013,320000,120000,23.2,1248.0,73.94,False,True,True,False,False,False
4121,2007,100000,90000,19.7,796.0,46.3,True,True,True,True,False,False
4382,2013,425000,101000,21.9,1396.0,88.76,False,False,True,False,False,False
5324,2015,800000,50000,17.4,1497.0,117.3,True,True,True,False,False,False
5274,2014,400000,110000,20.14,1498.0,88.8,False,True,True,True,False,False
2468,2016,750000,70000,24.52,1248.0,88.5,False,True,True,False,False,True
878,2013,200000,120000,19.09,1405.0,69.01,False,True,True,True,False,False
5745,2011,125000,90000,18.6,1199.0,79.4,True,True,True,True,False,False
3925,2008,145000,120000,19.7,796.0,46.3,True,True,True,True,False,False
7669,2013,680000,37500,20.77,1248.0,88.8,False,True,True,True,False,True
1737,2018,1250000,25000,17.6,2179.0,147.94,False,True,True,False,False,True
7490,2018,700000,25000,18.16,1196.0,86.8,True,True,True,False,False,False
7274,2004,120000,150000,13.6,2523.0,63.0,False,True,True,True,False,True
3067,2009,480000,70000,10.9,2499.0,143.0,False,True,True,False,True,True
5969,2016,590000,120000,25.2,1248.0,74.0,False,True,True,False,False,False
5440,2017,250000,35000,20.3,998.0,68.05,True,True,True,True,False,False
581,2013,245000,70000,20.0,1399.0,68.1,False,True,True,True,False,False
6227,2013,325000,50000,21.64,1461.0,84.8,False,True,True,False,False,False
3830,2008,180000,100000,19.81,1086.0,68.05,True,True,True,False,True,False
5448,2016,425000,70000,23.2,1248.0,73.94,False,True,True,False,False,False
8019,2013,300000,90000,18.9,998.0,67.1,True,True,True,True,False,False
6342,2015,470000,70000,26.59,1248.0,74.0,False,True,True,True,False,False
3729,2007,120000,80000,16.6,1388.0,68.0,True,True,True,True,False,False
632,2016,1100000,60000,15.4,2179.0,120.0,False,True,True,False,False,True
396,2009,340000,214000,13.9,1599.0,103.2,True,True,True,True,False,False
3229,2017,711000,53000,24.3,1248.0,88.5,False,True,True,False,False,False
856,2011,150000,150000,12.8,1396.0,85.0,True,True,True,False,False,False
4609,2017,950000,35000,17.4,1497.0,117.6,True,True,True,False,False,False
7597,2014,415000,72000,18.6,1197.0,81.83,True,False,True,False,False,False
6500,2018,700000,43000,27.4,1498.0,98.63,False,True,True,False,False,False
7825,2014,455000,40000,25.2,1248.0,74.0,False,True,True,False,False,False
236,2017,1100000,37000,19.67,1582.0,126.2,False,True,True,False,False,False
3859,2015,300000,80000,18.5,1197.0,85.8,True,True,True,True,False,False
2832,2019,1450000,22000,16.0,1368.0,160.0,True,False,False,False,False,False
4608,2011,340000,90000,20.54,1598.0,103.6,False,True,True,False,False,False
5170,2014,720000,80000,12.99,2494.0,100.6,False,True,True,True,False,True
4341,2012,370000,120000,13.5,2179.0,115.0,False,True,True,True,False,False
2580,2015,405000,100000,25.2,1248.0,74.0,False,True,True,False,False,False
822,2013,250000,90000,20.51,998.0,67.04,True,True,True,True,False,False
3493,2012,260000,46000,19.4,1405.0,70.0,False,True,True,False,False,False
53,2018,850000,64000,20.65,1462.0,103.25,True,False,True,False,False,False
6297,2016,1650000,90000,13.68,2393.0,147.51,False,False,True,False,False,True
990,2014,550000,50000,20.77,1248.0,88.76,False,True,True,True,False,True
7046,2019,420000,30000,20.3,1086.0,68.0,True,True,True,False,False,False
6189,2017,459999,80000,22.95,1248.0,74.0,False,True,True,False,False,False
580,2016,250000,50000,24.7,796.0,47.3,True,True,True,True,False,False
3546,2006,150000,80000,13.5,1799.0,130.0,True,True,True,False,True,False
154,2012,550000,95000,16.3,1797.0,147.5,True,True,True,False,False,False
7640,2012,380000,200000,20.54,1598.0,103.6,False,True,True,False,False,False
6719,2017,650000,40000,18.2,1248.0,73.74,False,True,True,True,False,True
5895,2019,556000,10000,21.01,1197.0,81.8,True,True,True,False,False,False
7250,2013,195000,50000,17.92,1086.0,62.1,True,True,True,True,False,False
522,2015,200000,50000,18.6,1199.0,76.8,True,True,True,False,False,False
4771,2017,1050000,70000,22.32,1582.0,126.32,False,False,True,False,False,False
4630,2006,430000,264000,12.8,2494.0,102.0,False,True,True,False,False,True
679,2019,800000,30000,23.0,1498.0,98.96,False,True,True,False,True,False
507,2012,300000,85000,15.6,1196.0,70.0,True,True,True,True,False,False
3774,2016,700000,80000,27.39,1248.0,74.0,False,False,True,False,False,False
3539,2018,700000,10000,21.4,1197.0,83.1,True,True,True,True,False,False
341,2008,170000,120000,17.8,1248.0,75.0,False,True,True,False,True,False
3035,2016,350000,16500,20.63,1198.0,67.0,True,True,True,False,False,False
4585,2015,700000,120000,20.77,1248.0,88.76,False,True,True,True,False,True
